ACORES,-7.969,-14.394
ACORES,38.883,-9.03
ACORES,36.971,-25.171
ACORES,41.868,-6.712
ACORES,38.079,-7.932
ACORES,41.587,-8.445
ACORES,40.157,-8.47
ACORES,38.725,-9.355
ACORES,40.265,-7.48
ACORES,38.533,-7.889
ACORES,39.455,-31.131
ACORES,37.014,-7.966
ACORES,39.092,-28.03
ACORES,38.52,-28.716
ACORES,38.764,-27.093
ACORES,39.831,-8.887
ACORES,38.704,-9.036
ACORES,37.741,-25.698
ACORES,38.554,-28.44
ACORES,37.149,-8.584
ACORES,41.248,-8.681
ACORES,38.665,-28.176
ACORES,38.831,-9.339
ACORES,39.475,-8.364
ACORES,41.274,-7.72
ACORES,40.725,-7.889
AFGHANISTAN,34.21,62.228
AFGHANISTAN,34.399,70.499
AFGHANISTAN,34.566,69.212
AFGHANISTAN,31.506,65.848
AFGHANISTAN,35.934,64.759
AFGHANISTAN,36.707,67.209
AFGHANISTAN,33.391,62.261
AFGHANISTAN,36.75,65.912
AFGHANISTAN,36.775,69.532
AFGHANISTAN,36.665,68.911
ALBANIA,41.415,19.721
ALGERIA,36.504,2.814
ALGERIA,35.333,4.206
ALGERIA,36.712,5.07
ALGERIA,36.691,3.215
ALGERIA,24.293,9.452
ALGERIA,36.546,2.876
ALGERIA,36.109,6.364
ALGERIA,26.71,0.286
ALGERIA,26.573,8.484
ALGERIA,35.525,2.879
ALGERIA,36.178,5.324
ALGERIA,22.811,5.451
ALGERIA,36.795,5.873
ALGERIA,33.536,-0.242
ALGERIA,35.752,0.626
ALGERIA,36.822,7.809
ALGERIA,36.277,6.624
ALGERIA,35.431,8.121
ALGERIA,32.93,3.312
ALGERIA,35.341,1.463
ALGERIA,35.735,-0.805
ALGERIA,27.7,-8.167
ALGERIA,36.213,1.332
ALGERIA,35.542,-0.532
ALGERIA,35.017,-1.45
ALGERIA,35.624,-0.621
ALGERIA,35.172,-0.593
ALGERIA,35.208,0.147
ALGERIA,27.837,-0.186
ALGERIA,34.793,5.738
ALGERIA,30.571,2.859
ALGERIA,32.384,3.794
ALGERIA,31.673,6.14
ALGERIA,27.251,2.512
ALGERIA,33.068,6.089
ALGERIA,33.764,2.927
ALGERIA,29.237,0.276
ALGERIA,31.917,5.413
ALGERIA,28.051,9.643
ANGOLA,-6.27,14.247
ANGOLA,-12.609,13.404
ANGOLA,-5.597,12.188
ANGOLA,-7.357,20.804
ANGOLA,-8.374,18.924
ANGOLA,-11.894,22.916
ANGOLA,-17.045,15.687
ANGOLA,-12.809,15.76
ANGOLA,-12.404,16.947
ANGOLA,-12.371,13.536
ANGOLA,-8.858,13.231
ANGOLA,-9.525,16.312
ANGOLA,-14.658,17.72
ANGOLA,-15.261,12.147
ANGOLA,-7.754,15.287
ANGOLA,-10.722,13.765
ANGOLA,-9.689,20.432
ANGOLA,-6.141,12.372
ANGOLA,-7.147,14.248
ANGOLA,-11.768,19.898
ANGOLA,-7.603,15.028
ANGOLA,-16.755,14.965
ANGUILLA ISL.,18.205,-63.055
ANTARCTICA,-64.238,-56.631
ANTARCTICA,-62.191,-58.987
ANTILLES,14.591,-61.003
ANTILLES,18.1,-63.047
ANTILLES,17.9,-62.85
ANTILLES,15.869,-61.27
ANTILLES,16.265,-61.532
ANTILLES,12.131,-68.268
ANTILLES,12.189,-68.96
ANTILLES,17.496,-62.979
ANTILLES,18.041,-63.109
ARGENTINA,14.521,-91.697
ARGENTINA,-31.297,-57.996
ARGENTINA,-33.006,-58.613
ARGENTINA,-35.348,-57.294
ARGENTINA,-34.546,-60.931
ARGENTINA,-31.795,-60.48
ARGENTINA,-32.903,-60.784
ARGENTINA,-31.712,-60.812
ARGENTINA,-34.559,-58.416
ARGENTINA,-31.007,-64.532
ARGENTINA,-31.324,-64.208
ARGENTINA,-30.345,-66.294
ARGENTINA,-34.501,-58.604
ARGENTINA,-34.453,-58.589
ARGENTINA,-34.561,-58.789
ARGENTINA,-34.972,-57.894
ARGENTINA,-34.676,-58.642
ARGENTINA,-34.61,-58.613
ARGENTINA,-34.731,-58.599
ARGENTINA,-37.444,-70.222
ARGENTINA,-39.001,-67.62
ARGENTINA,-32.832,-68.793
ARGENTINA,-35.484,-69.582
ARGENTINA,-32.866,-68.872
ARGENTINA,-34.588,-68.403
ARGENTINA,-28.596,-65.752
ARGENTINA,-27.766,-64.31
ARGENTINA,-28.038,-67.58
ARGENTINA,-29.381,-66.796
ARGENTINA,-29.224,-67.439
ARGENTINA,-26.841,-65.105
ARGENTINA,-31.571,-68.418
ARGENTINA,-33.086,-64.261
ARGENTINA,-31.941,-65.142
ARGENTINA,-34.135,-63.362
ARGENTINA,-32.684,-62.158
ARGENTINA,-33.73,-65.387
ARGENTINA,-33.273,-66.356
ARGENTINA,-27.445,-58.762
ARGENTINA,-27.45,-59.056
ARGENTINA,-26.212,-58.228
ARGENTINA,-25.738,-54.473
ARGENTINA,-29.689,-57.152
ARGENTINA,-30.272,-57.64
ARGENTINA,-27.386,-55.971
ARGENTINA,-26.756,-60.493
ARGENTINA,-24.856,-65.486
ARGENTINA,-24.393,-65.098
ARGENTINA,-23.153,-64.329
ARGENTINA,-22.162,-65.57
ARGENTINA,-22.62,-63.794
ARGENTINA,-29.106,-59.219
ARGENTINA,-24.721,-60.549
ARGENTINA,-29.223,-58.088
ARGENTINA,-27.518,-55.124
ARGENTINA,-29.21,-59.691
ARGENTINA,-29.771,-57.979
ARGENTINA,-41.943,-71.532
ARGENTINA,-45.785,-67.466
ARGENTINA,-42.031,-71.17
ARGENTINA,-42.908,-71.139
ARGENTINA,-46.538,-68.966
ARGENTINA,-43.21,-65.27
ARGENTINA,-40.869,-63.0
ARGENTINA,-42.759,-65.102
ARGENTINA,-50.335,-72.248
ARGENTINA,-47.735,-65.904
ARGENTINA,-53.777,-67.749
ARGENTINA,-51.609,-69.313
ARGENTINA,-54.843,-68.296
ARGENTINA,-49.307,-67.802
ARGENTINA,-44.048,-70.459
ARGENTINA,-51.606,-72.217
ARGENTINA,-50.016,-68.579
ARGENTINA,-38.725,-62.169
ARGENTINA,-37.446,-61.889
ARGENTINA,-36.32,-57.722
ARGENTINA,-36.891,-60.216
ARGENTINA,-35.696,-63.758
ARGENTINA,-38.387,-60.329
ARGENTINA,-36.187,-61.076
ARGENTINA,-36.542,-56.722
ARGENTINA,-37.934,-57.573
ARGENTINA,-38.949,-68.156
ARGENTINA,-38.489,-58.816
ARGENTINA,-35.846,-61.858
ARGENTINA,-36.588,-64.275
ARGENTINA,-41.151,-71.157
ARGENTINA,-37.237,-59.228
ARGENTINA,-37.235,-57.029
ARGENTINA,-38.939,-69.264
ARGENTINA,-40.075,-71.137
ARUBA,12.501,-70.015
AUSTRALIA,-27.57,153.008
AUSTRALIA,-10.951,142.459
AUSTRALIA,-23.807,133.902
AUSTRALIA,-27.384,153.118
AUSTRALIA,-28.164,153.505
AUSTRALIA,-16.886,145.755
AUSTRALIA,-26.413,146.262
